Starting Sweep: Batch Size: 64, Learning Rate: 0.0001
Making datasets and defining subsets
Training: 60000 -> 6000
Testing: 10000 -> 1000
Making Dataloaders
Defining network
2024-06-15 13:28:02.580211
Scaler Value: 0.013513513513513514
Training - 2024-06-15 13:28:02.581203
[1/9, 1/94] Training Loss: 0.0694 - Iteration Time: 0:00:02.267725
[1/9, 2/94] Training Loss: 0.0699 - Iteration Time: 0:00:01.701718
[1/9, 3/94] Training Loss: 0.0716 - Iteration Time: 0:00:01.712276
[1/9, 4/94] Training Loss: 0.0715 - Iteration Time: 0:00:01.606268
[1/9, 5/94] Training Loss: 0.0703 - Iteration Time: 0:00:01.618801
[1/9, 6/94] Training Loss: 0.0690 - Iteration Time: 0:00:01.643717
[1/9, 7/94] Training Loss: 0.0686 - Iteration Time: 0:00:01.660130
[1/9, 8/94] Training Loss: 0.0687 - Iteration Time: 0:00:01.613623
[1/9, 9/94] Training Loss: 0.0686 - Iteration Time: 0:00:01.682070
[1/9, 10/94] Training Loss: 0.0708 - Iteration Time: 0:00:01.671121
[1/9, 11/94] Training Loss: 0.0685 - Iteration Time: 0:00:01.746455
[1/9, 12/94] Training Loss: 0.0671 - Iteration Time: 0:00:01.693778
[1/9, 13/94] Training Loss: 0.0661 - Iteration Time: 0:00:01.656919
[1/9, 14/94] Training Loss: 0.0699 - Iteration Time: 0:00:01.860995
[1/9, 15/94] Training Loss: 0.0675 - Iteration Time: 0:00:01.809960
[1/9, 16/94] Training Loss: 0.0673 - Iteration Time: 0:00:01.846665
[1/9, 17/94] Training Loss: 0.0718 - Iteration Time: 0:00:01.803907
[1/9, 18/94] Training Loss: 0.0680 - Iteration Time: 0:00:01.777273
[1/9, 19/94] Training Loss: 0.0672 - Iteration Time: 0:00:01.752818
[1/9, 20/94] Training Loss: 0.0692 - Iteration Time: 0:00:01.643105
[1/9, 21/94] Training Loss: 0.0684 - Iteration Time: 0:00:01.602750
[1/9, 22/94] Training Loss: 0.0672 - Iteration Time: 0:00:01.633758
[1/9, 23/94] Training Loss: 0.0682 - Iteration Time: 0:00:01.707793
[1/9, 24/94] Training Loss: 0.0684 - Iteration Time: 0:00:01.663919
[1/9, 25/94] Training Loss: 0.0709 - Iteration Time: 0:00:01.603204
[1/9, 26/94] Training Loss: 0.0688 - Iteration Time: 0:00:01.592934
[1/9, 27/94] Training Loss: 0.0684 - Iteration Time: 0:00:01.629261
[1/9, 28/94] Training Loss: 0.0683 - Iteration Time: 0:00:01.938638
[1/9, 29/94] Training Loss: 0.0687 - Iteration Time: 0:00:01.832553
[1/9, 30/94] Training Loss: 0.0682 - Iteration Time: 0:00:01.789127
[1/9, 31/94] Training Loss: 0.0690 - Iteration Time: 0:00:01.711043
[1/9, 32/94] Training Loss: 0.0690 - Iteration Time: 0:00:01.572636
[1/9, 33/94] Training Loss: 0.0712 - Iteration Time: 0:00:01.644454
[1/9, 34/94] Training Loss: 0.0682 - Iteration Time: 0:00:01.667678
[1/9, 35/94] Training Loss: 0.0681 - Iteration Time: 0:00:01.873222
[1/9, 36/94] Training Loss: 0.0684 - Iteration Time: 0:00:01.853035
[1/9, 37/94] Training Loss: 0.0681 - Iteration Time: 0:00:01.895678
[1/9, 38/94] Training Loss: 0.0682 - Iteration Time: 0:00:01.850015
[1/9, 39/94] Training Loss: 0.0670 - Iteration Time: 0:00:01.784046
[1/9, 40/94] Training Loss: 0.0685 - Iteration Time: 0:00:01.644601
[1/9, 41/94] Training Loss: 0.0679 - Iteration Time: 0:00:01.745866
[1/9, 42/94] Training Loss: 0.0687 - Iteration Time: 0:00:02.121929
[1/9, 43/94] Training Loss: 0.0666 - Iteration Time: 0:00:01.728450
[1/9, 44/94] Training Loss: 0.0689 - Iteration Time: 0:00:01.906748
[1/9, 45/94] Training Loss: 0.0664 - Iteration Time: 0:00:02.011296
[1/9, 46/94] Training Loss: 0.0687 - Iteration Time: 0:00:01.975300
