Starting Sweep: Batch Size: 64, Learning Rate: 0.0001
Making datasets and defining subsets
Training: 60000 -> 6000
Testing: 10000 -> 1000
Making Dataloaders
Defining network
2024-06-14 16:55:17.289196
Scaler Value: 0.013513513513513514
Training - 2024-06-14 16:55:17.289692
[1/9, 1/94] Training Loss: 0.0694 - Iteration Time: 0:00:01.690394
[1/9, 2/94] Training Loss: 0.0699 - Iteration Time: 0:00:01.262137
[1/9, 3/94] Training Loss: 0.0716 - Iteration Time: 0:00:01.267582
[1/9, 4/94] Training Loss: 0.0715 - Iteration Time: 0:00:01.248709
[1/9, 5/94] Training Loss: 0.0703 - Iteration Time: 0:00:01.268700
[1/9, 6/94] Training Loss: 0.0691 - Iteration Time: 0:00:01.277004
[1/9, 7/94] Training Loss: 0.0688 - Iteration Time: 0:00:01.272536
[1/9, 8/94] Training Loss: 0.0689 - Iteration Time: 0:00:01.291397
[1/9, 9/94] Training Loss: 0.0687 - Iteration Time: 0:00:01.278539
[1/9, 10/94] Training Loss: 0.0709 - Iteration Time: 0:00:01.326633
[1/9, 11/94] Training Loss: 0.0687 - Iteration Time: 0:00:01.285004
[1/9, 12/94] Training Loss: 0.0672 - Iteration Time: 0:00:01.273216
[1/9, 13/94] Training Loss: 0.0662 - Iteration Time: 0:00:01.314231
[1/9, 14/94] Training Loss: 0.0700 - Iteration Time: 0:00:01.274594
[1/9, 15/94] Training Loss: 0.0674 - Iteration Time: 0:00:01.278977
[1/9, 16/94] Training Loss: 0.0672 - Iteration Time: 0:00:01.297429
[1/9, 17/94] Training Loss: 0.0717 - Iteration Time: 0:00:01.266794
[1/9, 18/94] Training Loss: 0.0681 - Iteration Time: 0:00:01.343040
[1/9, 19/94] Training Loss: 0.0673 - Iteration Time: 0:00:01.262236
[1/9, 20/94] Training Loss: 0.0694 - Iteration Time: 0:00:01.270675
[1/9, 21/94] Training Loss: 0.0686 - Iteration Time: 0:00:01.244269
[1/9, 22/94] Training Loss: 0.0673 - Iteration Time: 0:00:01.256250
[1/9, 23/94] Training Loss: 0.0685 - Iteration Time: 0:00:01.279105
[1/9, 24/94] Training Loss: 0.0686 - Iteration Time: 0:00:01.266548
[1/9, 25/94] Training Loss: 0.0708 - Iteration Time: 0:00:01.275038
[1/9, 26/94] Training Loss: 0.0689 - Iteration Time: 0:00:01.236346
[1/9, 27/94] Training Loss: 0.0684 - Iteration Time: 0:00:01.331732
[1/9, 28/94] Training Loss: 0.0684 - Iteration Time: 0:00:01.499970
[1/9, 29/94] Training Loss: 0.0687 - Iteration Time: 0:00:01.309317
[1/9, 30/94] Training Loss: 0.0684 - Iteration Time: 0:00:01.317668
[1/9, 31/94] Training Loss: 0.0690 - Iteration Time: 0:00:01.341610
[1/9, 32/94] Training Loss: 0.0691 - Iteration Time: 0:00:01.257153
[1/9, 33/94] Training Loss: 0.0713 - Iteration Time: 0:00:01.290458
[1/9, 34/94] Training Loss: 0.0681 - Iteration Time: 0:00:01.289927
[1/9, 35/94] Training Loss: 0.0681 - Iteration Time: 0:00:01.311814
[1/9, 36/94] Training Loss: 0.0685 - Iteration Time: 0:00:01.260712
[1/9, 37/94] Training Loss: 0.0682 - Iteration Time: 0:00:01.263630
[1/9, 38/94] Training Loss: 0.0683 - Iteration Time: 0:00:01.259225
[1/9, 39/94] Training Loss: 0.0671 - Iteration Time: 0:00:01.255670
[1/9, 40/94] Training Loss: 0.0685 - Iteration Time: 0:00:01.333637
[1/9, 41/94] Training Loss: 0.0681 - Iteration Time: 0:00:01.282431
[1/9, 42/94] Training Loss: 0.0688 - Iteration Time: 0:00:01.248741
[1/9, 43/94] Training Loss: 0.0670 - Iteration Time: 0:00:01.273039
[1/9, 44/94] Training Loss: 0.0690 - Iteration Time: 0:00:01.294388
[1/9, 45/94] Training Loss: 0.0667 - Iteration Time: 0:00:01.249244
[1/9, 46/94] Training Loss: 0.0690 - Iteration Time: 0:00:01.245752
