Starting Sweep: Batch Size: 64, Learning Rate: 0.0001
Making datasets and defining subsets
Training: 60000 -> 6000
Testing: 10000 -> 1000
Making Dataloaders
Defining network
2024-06-15 12:04:18.325179
Scaler Value: 0.013513513513513514
Training - 2024-06-15 12:04:18.326172
[1/9, 1/94] Training Loss: 0.0694 - Iteration Time: 0:00:02.031808
[1/9, 2/94] Training Loss: 0.0696 - Iteration Time: 0:00:01.569161
[1/9, 3/94] Training Loss: 0.0717 - Iteration Time: 0:00:01.439240
[1/9, 4/94] Training Loss: 0.0715 - Iteration Time: 0:00:01.443680
[1/9, 5/94] Training Loss: 0.0705 - Iteration Time: 0:00:01.443193
[1/9, 6/94] Training Loss: 0.0691 - Iteration Time: 0:00:01.490300
[1/9, 7/94] Training Loss: 0.0688 - Iteration Time: 0:00:01.423859
[1/9, 8/94] Training Loss: 0.0689 - Iteration Time: 0:00:01.487331
[1/9, 9/94] Training Loss: 0.0688 - Iteration Time: 0:00:01.528513
[1/9, 10/94] Training Loss: 0.0709 - Iteration Time: 0:00:01.505184
[1/9, 11/94] Training Loss: 0.0687 - Iteration Time: 0:00:01.457053
[1/9, 12/94] Training Loss: 0.0672 - Iteration Time: 0:00:01.403028
[1/9, 13/94] Training Loss: 0.0661 - Iteration Time: 0:00:01.536977
[1/9, 14/94] Training Loss: 0.0697 - Iteration Time: 0:00:01.453108
[1/9, 15/94] Training Loss: 0.0672 - Iteration Time: 0:00:01.471475
[1/9, 16/94] Training Loss: 0.0671 - Iteration Time: 0:00:01.542048
[1/9, 17/94] Training Loss: 0.0716 - Iteration Time: 0:00:01.523114
[1/9, 18/94] Training Loss: 0.0677 - Iteration Time: 0:00:01.451623
[1/9, 19/94] Training Loss: 0.0669 - Iteration Time: 0:00:01.451639
[1/9, 20/94] Training Loss: 0.0688 - Iteration Time: 0:00:01.442229
[1/9, 21/94] Training Loss: 0.0682 - Iteration Time: 0:00:01.777353
[1/9, 22/94] Training Loss: 0.0665 - Iteration Time: 0:00:01.843601
[1/9, 23/94] Training Loss: 0.0677 - Iteration Time: 0:00:01.576642
[1/9, 24/94] Training Loss: 0.0679 - Iteration Time: 0:00:01.630831
[1/9, 25/94] Training Loss: 0.0704 - Iteration Time: 0:00:01.648043
[1/9, 26/94] Training Loss: 0.0682 - Iteration Time: 0:00:01.479928
[1/9, 27/94] Training Loss: 0.0679 - Iteration Time: 0:00:01.466045
[1/9, 28/94] Training Loss: 0.0676 - Iteration Time: 0:00:01.518600
[1/9, 29/94] Training Loss: 0.0681 - Iteration Time: 0:00:01.449635
[1/9, 30/94] Training Loss: 0.0676 - Iteration Time: 0:00:01.523590
[1/9, 31/94] Training Loss: 0.0685 - Iteration Time: 0:00:01.440293
[1/9, 32/94] Training Loss: 0.0684 - Iteration Time: 0:00:01.446641
[1/9, 33/94] Training Loss: 0.0706 - Iteration Time: 0:00:01.545913
[1/9, 34/94] Training Loss: 0.0673 - Iteration Time: 0:00:01.438745
[1/9, 35/94] Training Loss: 0.0675 - Iteration Time: 0:00:01.511248
[1/9, 36/94] Training Loss: 0.0678 - Iteration Time: 0:00:01.470454
[1/9, 37/94] Training Loss: 0.0675 - Iteration Time: 0:00:01.528498
[1/9, 38/94] Training Loss: 0.0675 - Iteration Time: 0:00:01.458105
[1/9, 39/94] Training Loss: 0.0664 - Iteration Time: 0:00:01.450609
[1/9, 40/94] Training Loss: 0.0677 - Iteration Time: 0:00:01.474924
[1/9, 41/94] Training Loss: 0.0675 - Iteration Time: 0:00:01.517136
[1/9, 42/94] Training Loss: 0.0681 - Iteration Time: 0:00:01.462508
[1/9, 43/94] Training Loss: 0.0661 - Iteration Time: 0:00:01.469444
[1/9, 44/94] Training Loss: 0.0684 - Iteration Time: 0:00:01.439679
[1/9, 45/94] Training Loss: 0.0659 - Iteration Time: 0:00:01.474949
[1/9, 46/94] Training Loss: 0.0685 - Iteration Time: 0:00:01.493259
